crime_category;crime_type;chrgcnt;ucr;district;beat_number;map_reference;incident_number;time_from;time_to;date_from;date_to;crimeday;location_category;lat;lon;apartment_complex;residential_subdivision;activity_date;phxrecordstatus;phxcommunity;phxstatus;record;offensecategory;violentproperty;timeframe;domestic;location;period;radio;street
LARCENY;LARCENY - ALL OTHER LARCENY;;0690;D2;121;P017;16011358;0001-01-01 23:07:00+00:00;0001-01-01 23:08:00+00:00;2016-12-30;12/30/2016;FRIDAY;TOWN OWNED;35.792263669;-78.84814263;;STONE CREEK VILLAGE;;;No;;45680;Larceny;Part I;"""Last Year""";N;"35.792263669; -78.84814263";"""Everything;Last Year""";Everything,Last Year;LEDGESTONE WAY
LARCENY;LARCENY - ALL OTHER LARCENY;;0690;D2;121;P017;17000910;0001-01-01 12:00:00+00:00;0001-01-01 12:29:50+00:00;2017-01-09;01/31/2017;TUESDAY;TOWN OWNED;35.79655737;-78.85464285;;RIGGSBEE FARM;;;No;;45681;Larceny;Part I;"""Last Year""";N;"35.79655737; -78.85464285";"""Everything;Last Year""";Everything,Last Year;RIGGSBEE FARM DR
LARCENY;LARCENY - ALL OTHER LARCENY;;0690;D2;121;P070;17003780;0001-01-01 10:27:00+00:00;0001-01-01 11:00:00+00:00;2017-05-04;05/04/2017;THURSDAY;TOWN OWNED;35.805389811;-78.86673437;;GREEN HOPE HIGH SCHOOL;;;No;;45995;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.805389811; -78.86673437";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;CARPENTER UPCHURCH RD
LARCENY;LARCENY - ALL OTHER LARCENY;;0690;D2;121;P073;17005691;0001-01-01 13:00:00+00:00;0001-01-01 12:00:00+00:00;2017-06-30;07/05/2017;WEDNESDAY;TOWN OWNED;35.836725051;-78.87148241;;PHILIPS PLACE SUBDIVISION;;;No;;46025;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.836725051; -78.87148241";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;RIVER PINE DR
LARCENY;LARCENY - ALL OTHER LARCENY;;0690;D2;122;P072;17006532;0001-01-01 13:34:00+00:00;0001-01-01 14:45:00+00:00;2017-07-30;07/30/2017;SUNDAY;TOWN OWNED;35.805765453;-78.88470945;;;;;No;;46114;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.805765453; -78.88470945";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;SYKES ST
LARCENY;LARCENY - ALL OTHER LARCENY;;0690;D2;122;P072;17007883;0001-01-01 13:43:49+00:00;0001-01-01 13:43:50+00:00;2017-09-02;09/12/2017;TUESDAY;TOWN OWNED;35.801989134;-78.87213581;;;;;No;;46115;Larceny;Part I;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.801989134; -78.87213581";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;COMMONS HILL DR
LARCENY;LARCENY - ALL OTHER LARCENY;;0690;D2;122;P077;17000543;0001-01-01 11:20:00+00:00;0001-01-01 11:45:00+00:00;2017-01-18;01/18/2017;WEDNESDAY;TOWN OWNED;35.789184507;-78.86999806;;VILLAGE GROVE;;;No;;46135;Larceny;Part I;"""Last Year""";N;"35.789184507; -78.86999806";"""Everything;Last Year""";Everything,Last Year;NC 55 HWY
LARCENY;LARCENY - ALL OTHER LARCENY;;0690;D2;122;P081;17001523;0001-01-01 12:00:00+00:00;0001-01-01 11:11:02+00:00;2017-01-20;02/20/2017;MONDAY;TOWN OWNED;35.810630084;-78.92176906;;SOUTHWEST ZONE;;;No;;46146;Larceny;Part I;"""Last Year""";N;"35.810630084; -78.92176906";"""Everything;Last Year""";Everything,Last Year;YATES STORE RD
LARCENY;LARCENY - AUTO PARTS OR ACCESSORIES;;0650;D3;115;P039;16010342;0001-01-01 18:00:00+00:00;0001-01-01 18:00:00+00:00;2016-05-01;05/01/2016;SUNDAY;TOWN OWNED;35.766268003;-78.78881121;ARBORS AT CARY;ARBORS AT CARY;16MAR2011;Active;Yes;Active;47636;Larceny;Part I;"""Last Year""";N;"35.766268003; -78.78881121";"""Everything;Last Year""";Everything,Last Year;CHESWICK PL
LARCENY;LARCENY - AUTO PARTS OR ACCESSORIES;;0650;D3;115;P044;17005125;0001-01-01 07:45:00+00:00;0001-01-01 17:00:00+00:00;2017-06-15;06/15/2017;THURSDAY;TOWN OWNED;35.741494405;-78.77740311;;KEISLER OFFICE PARK;;;No;;47643;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.741494405; -78.77740311";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;KEISLER DR
LARCENY;LARCENY - AUTO PARTS OR ACCESSORIES;;0650;D3;116;P041;16008957;0001-01-01 20:00:00+00:00;0001-01-01 14:00:00+00:00;2016-10-17;10/18/2016;TUESDAY;TOWN OWNED;35.736945594;-78.8175149;;CARY AUTO PARK;;;No;;47669;Larceny;Part I;"""Last Year""";N;"35.736945594; -78.8175149";"""Everything;Last Year""";Everything,Last Year;TEAM HENDRICK WAY
LARCENY;LARCENY - AUTO PARTS OR ACCESSORIES;;0650;D3;116;P041;17004187;0001-01-01 16:00:00+00:00;0001-01-01 12:00:00+00:00;2017-04-01;05/01/2017;MONDAY;TOWN OWNED;35.737073196;-78.8111122;;MACGREGOR PARK;;;No;;47673;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.737073196; -78.8111122";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;OLD RALEIGH RD
LARCENY;LARCENY - AUTO PARTS OR ACCESSORIES;;0650;D3;116;P041;17006046;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2017-06-20;07/10/2017;MONDAY;TOWN OWNED;35.739527429;-78.817071;;CARY AUTO PARK;;;No;;47674;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.739527429; -78.817071";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;TEAM HENDRICK WAY
LARCENY;LARCENY - AUTO PARTS OR ACCESSORIES;;0650;D2;117;P018;17006379;0001-01-01 14:30:00+00:00;0001-01-01 14:54:43+00:00;2017-07-28;07/28/2017;FRIDAY;TOWN OWNED;35.790231724;-78.84898942;;CORNERSTONE;;;No;;47693;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.790231724; -78.84898942";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;HIGH HOUSE RD
LARCENY;LARCENY - AUTO PARTS OR ACCESSORIES;;0650;D2;117;P071;17004355;0001-01-01 13:30:00+00:00;0001-01-01 19:30:00+00:00;2017-05-22;05/22/2017;MONDAY;TOWN OWNED;35.77163784;-78.85337288;;PARK VILLAGE;;;No;;47700;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.77163784; -78.85337288";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;SWAN QUARTER DR
LARCENY;LARCENY - AUTO PARTS OR ACCESSORIES;;0650;D1;120;P121;17003592;0001-01-01 19:30:00+00:00;0001-01-01 06:30:00+00:00;2017-04-28;04/29/2017;SATURDAY;TOWN OWNED;35.77385099;-78.75931174;;CARY TOWNE CENTER;;;No;;47808;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.77385099; -78.75931174";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;SE MAYNARD RD
LARCENY;LARCENY - AUTO PARTS OR ACCESSORIES;;0650;D2;121;P012;17001533;0001-01-01 17:00:00+00:00;0001-01-01 17:03:00+00:00;2017-02-20;02/20/2017;MONDAY;TOWN OWNED;35.789175144;-78.86150099;;MERIDIAN AT HARRISON POINT;;;No;;47812;Larceny;Part I;"""Last Year""";N;"35.789175144; -78.86150099";"""Everything;Last Year""";Everything,Last Year;CITRUS PL
LARCENY;LARCENY - AUTO PARTS OR ACCESSORIES;;0650;D2;121;P079;17007950;0001-01-01 16:23:48+00:00;0001-01-01 12:10:49+00:00;2017-09-12;09/14/2017;THURSDAY;TOWN OWNED;35.815296948;-78.84696606;;WILLOW CREEK APARTMENTS;;;No;;47818;Larceny;Part I;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.815296948; -78.84696606";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;GOLDEN WILLOW CT
LARCENY;LARCENY - FROM BUILDING;;0660;D3;112;P083;17003719;0001-01-01 01:45:00+00:00;0001-01-01 14:04:40+00:00;2017-05-03;05/03/2017;WEDNESDAY;TOWN OWNED;35.769171012;-78.74125692;;VILLAGE AT BUCK JONES;;;No;;47866;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.769171012; -78.74125692";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;BUCK JONES RD
LARCENY;LARCENY - FROM BUILDING;;0660;D3;112;P083;17005683;0001-01-01 12:00:00+00:00;0001-01-01 06:15:00+00:00;2017-07-05;07/05/2017;WEDNESDAY;TOWN OWNED;35.764181134;-78.74612687;;DEVONSHIRE PLACE SHOP CENTER;;;No;;47867;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.764181134; -78.74612687";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WALNUT ST
LARCENY;LARCENY - FROM BUILDING;;0660;D3;115;P006;17002311;0001-01-01 08:00:00+00:00;0001-01-01 20:00:00+00:00;2016-10-01;01/15/2017;SUNDAY;TOWN OWNED;35.763789317;-78.78522946;;TWIN OAK VILLAS TWNHMS;;;No;;47914;Larceny;Part I;"""Last Year""";N;"35.763789317; -78.78522946";"""Everything;Last Year""";Everything,Last Year;TWIN OAKS PL
LARCENY;LARCENY - FROM BUILDING;;0660;D1;120;P061;17000820;0001-01-01 20:00:00+00:00;0001-01-01 20:30:00+00:00;2017-01-27;01/27/2017;FRIDAY;TOWN OWNED;35.776341001;-78.75428104;;CARY TOWNE CENTER;;;No;;48116;Larceny;Part I;"""Last Year""";N;"35.776341001; -78.75428104";"""Everything;Last Year""";Everything,Last Year;CONVENTION DR
LARCENY;LARCENY - FROM BUILDING;;0660;D2;122;P075;17007064;0001-01-01 19:00:00+00:00;0001-01-01 08:00:00+00:00;2017-08-17;08/18/2017;FRIDAY;TOWN OWNED;35.790641062;-78.93791964;;WOODHALL;;;No;;48158;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.790641062; -78.93791964";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;FERRELL RD W
LARCENY;LARCENY - FROM BUILDING;;0660;D2;122;P122;17001114;0001-01-01 09:00:00+00:00;0001-01-01 09:00:00+00:00;2017-01-30;01/30/2017;MONDAY;TOWN OWNED;35.817907197;-78.8834441;;INDIAN WELLS;;;No;;48161;Larceny;Part I;"""Last Year""";N;"35.817907197; -78.8834441";"""Everything;Last Year""";Everything,Last Year;PANTEGO TR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P019;16011051;0001-01-01 17:56:07+00:00;0001-01-01 17:56:08+00:00;2016-12-20;12/20/2016;TUESDAY;TOWN OWNED;35.886129668;-78.80431569;;KITTY HAWK EXECUTIVE PARK;;;No;;50093;Larceny;Part I;"""Last Year""";N;"35.886129668; -78.80431569";"""Everything;Last Year""";Everything,Last Year;KITTY HAWK DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P019;17001992;0001-01-01 12:00:46+00:00;0001-01-01 07:30:47+00:00;2017-03-06;03/08/2017;WEDNESDAY;TOWN OWNED;35.884556552;-78.81738402;;NORTH ZONE;;;No;;50094;Larceny;Part I;"""Last Year""";N;"35.884556552; -78.81738402";"""Everything;Last Year""";Everything,Last Year;NELSON RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P020;17004632;0001-01-01 12:00:00+00:00;0001-01-01 13:00:00+00:00;2017-05-31;05/31/2017;WEDNESDAY;TOWN OWNED;35.859692889;-78.81649526;;AERIAL CENTER EXECUTIVE PARK;;;No;;50168;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.859692889; -78.81649526";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;HOSPITALITY CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P021;17004888;0001-01-01 01:55:00+00:00;0001-01-01 09:09:49+00:00;2017-06-08;06/08/2017;THURSDAY;TOWN OWNED;35.81219049;-78.81491665;;CREEKS AT WESTON;;;No;;50210;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.81219049; -78.81491665";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;COPPERFIELD CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P021;17005781;0001-01-01 12:15:00+00:00;0001-01-01 07:15:00+00:00;2017-07-08;07/08/2017;SATURDAY;TOWN OWNED;35.827863112;-78.80573865;;;;;No;;50212;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.827863112; -78.80573865";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;SAGE COMMONS WAY
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P024;17001910;0001-01-01 01:45:00+00:00;0001-01-01 06:15:00+00:00;2017-03-06;03/06/2017;MONDAY;TOWN OWNED;35.810752454;-78.79201889;;SPRINGBROOKE;;;No;;50566;Larceny;Part I;"""Last Year""";N;"35.810752454; -78.79201889";"""Everything;Last Year""";Everything,Last Year;ABINGDON CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P024;17006250;0001-01-01 21:00:00+00:00;0001-01-01 23:00:00+00:00;2017-07-21;07/21/2017;FRIDAY;TOWN OWNED;35.808401636;-78.78305365;;HARRISON TOWNHOMES;;;No;;50570;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.808401636; -78.78305365";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WARDS RIDGE DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P024;17006471;0001-01-01 18:00:00+00:00;0001-01-01 08:00:00+00:00;2017-07-30;07/31/2017;MONDAY;TOWN OWNED;35.817046668;-78.79375667;;;;;No;;50575;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.817046668; -78.79375667";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;KEYSTONE DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P025;17000579;0001-01-01 11:52:00+00:00;0001-01-01 12:22:34+00:00;2017-01-20;01/20/2017;FRIDAY;TOWN OWNED;35.800475466;-78.79076383;;NORTHWOODS UNDEV;;;No;;50662;Larceny;Part I;"""Last Year""";N;"35.800475466; -78.79076383";"""Everything;Last Year""";Everything,Last Year;NW MAYNARD RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P025;17005640;0001-01-01 21:15:00+00:00;0001-01-01 22:05:00+00:00;2017-07-02;07/02/2017;SUNDAY;TOWN OWNED;35.800475466;-78.79076383;;;;;No;;50666;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.800475466; -78.79076383";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;NW MAYNARD RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P025;17008109;0001-01-01 17:50:00+00:00;0001-01-01 19:11:00+00:00;2017-09-19;09/19/2017;TUESDAY;TOWN OWNED;35.800475466;-78.79076383;;;;;No;;50667;Larceny;Part I;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.800475466; -78.79076383";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;NW MAYNARD RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P029;16010565;0001-01-01 13:34:00+00:00;0001-01-01 14:39:00+00:00;2016-12-06;12/06/2016;TUESDAY;TOWN OWNED;35.830330381;-78.77105232;;HARRISON PARK;;;No;;50776;Larceny;Part I;"""Last Year""";N;"35.830330381; -78.77105232";"""Everything;Last Year""";Everything,Last Year;BASS PRO LN
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P080;17000544;0001-01-01 20:00:00+00:00;0001-01-01 08:15:00+00:00;2017-01-18;01/19/2017;THURSDAY;TOWN OWNED;35.820888429;-78.77570033;;AMBERTON AT STONEWATER;;;No;;50909;Larceny;Part I;"""Last Year""";N;"35.820888429; -78.77570033";"""Everything;Last Year""";Everything,Last Year;BEECH FOREST CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;111;P080;17007383;0001-01-01 21:00:00+00:00;0001-01-01 08:00:00+00:00;2017-08-27;08/28/2017;MONDAY;TOWN OWNED;35.819467579;-78.7784247;CARY RESERVE AT WESTON APTS;CARY RESERVE AT WESTON APARTMENTS;16MAY2012;Active;Yes;Active;50914;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.819467579; -78.7784247";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;HEATHMOOR LN
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;112;P027;17000046;0001-01-01 17:00:17+00:00;0001-01-01 17:39:18+00:00;2017-01-01;01/02/2017;MONDAY;TOWN OWNED;35.763723826;-78.77933073;;FARMINGTON WOODS;;;No;;51256;Larceny;Part I;"""Last Year""";N;"35.763723826; -78.77933073";"""Everything;Last Year""";Everything,Last Year;FARMINGTON WOODS DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;112;P027;17001014;0001-01-01 17:50:00+00:00;0001-01-01 20:06:00+00:00;2017-02-03;02/03/2017;FRIDAY;TOWN OWNED;35.760212065;-78.78200313;;SHOPPES OF KILDAIRE;;;No;;51259;Larceny;Part I;"""Last Year""";;"35.760212065; -78.78200313";"""Everything;Last Year""";Everything,Last Year;KILDAIRE FARM RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;112;P027;17002106;0001-01-01 17:00:44+00:00;0001-01-01 19:56:45+00:00;2017-03-11;03/11/2017;SATURDAY;TOWN OWNED;35.76279526;-78.78240066;;SALTBOX VILLAGE;;;No;;51261;Larceny;Part I;"""Last Year""";N;"35.76279526; -78.78240066";"""Everything;Last Year""";Everything,Last Year;KILDAIRE FARM RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;112;P028;17004371;0001-01-01 16:00:00+00:00;0001-01-01 08:00:00+00:00;2017-05-22;05/23/2017;TUESDAY;TOWN OWNED;35.768168718;-78.76168833;;PIRATES COVE;;;No;;51343;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.768168718; -78.76168833";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;COLLINGTON DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;112;P028;17005206;0001-01-01 23:00:00+00:00;0001-01-01 11:45:00+00:00;2017-06-18;06/19/2017;MONDAY;TOWN OWNED;35.766472587;-78.76540134;;PIRATES COVE;;;No;;51346;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.766472587; -78.76540134";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;BLACKSHOALS DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;112;P083;16010192;0001-01-01 12:30:25+00:00;0001-01-01 16:00:26+00:00;2016-11-27;11/27/2016;SUNDAY;TOWN OWNED;35.766969074;-78.73934253;;SOUTH HILLS SHOPPING CENTER;;;No;;51711;Larceny;Part I;"""Last Year""";N;"35.766969074; -78.73934253";"""Everything;Last Year""";Everything,Last Year;BUCK JONES RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;113;P034;17006650;0001-01-01 21:30:00+00:00;0001-01-01 08:16:14+00:00;2017-08-05;08/06/2017;SUNDAY;TOWN OWNED;35.79720764;-78.76163649;;;;;No;;52290;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.79720764; -78.76163649";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;DUXBURY DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;113;P034;17007044;0001-01-01 18:30:08+00:00;0001-01-01 07:40:09+00:00;2017-08-17;08/18/2017;FRIDAY;TOWN OWNED;35.798772531;-78.76109231;;;;;No;;52293;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.798772531; -78.76109231";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;FINCASTLE DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;113;P034;17007069;0001-01-01 22:00:00+00:00;0001-01-01 08:20:00+00:00;2017-08-17;08/18/2017;FRIDAY;TOWN OWNED;35.798221021;-78.76004855;;;;;No;;52296;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.798221021; -78.76004855";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;ELSMORE CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;113;P034;17007175;0001-01-01 07:29:37+00:00;0001-01-01 07:29:38+00:00;2017-08-22;08/22/2017;TUESDAY;TOWN OWNED;35.800181378;-78.76506749;;ARDMORE AT REEDY CREEK;;;No;;52298;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.800181378; -78.76506749";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;KYLEMORE CIR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;114;P026;17006946;0001-01-01 08:00:00+00:00;0001-01-01 14:04:19+00:00;2017-08-07;08/15/2017;TUESDAY;TOWN OWNED;35.794217983;-78.7944893;;TAYLORS POND;;;No;;52653;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.794217983; -78.7944893";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;BRIARCREEK CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;114;P036;17003913;0001-01-01 20:00:24+00:00;0001-01-01 08:00:25+00:00;2017-05-08;05/09/2017;TUESDAY;TOWN OWNED;35.779460312;-78.79406659;CHATHAM FOREST APTS.;CHATHAM FOREST APTS;03JAN2011;Active;Yes;Active;52900;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.779460312; -78.79406659";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;BUCKINGHAM CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;114;P063;17006052;0001-01-01 15:30:00+00:00;0001-01-01 10:00:00+00:00;2017-07-16;07/17/2017;MONDAY;TOWN OWNED;35.796733188;-78.80368896;;WEATHERFIELD INDUSTRIAL PARK;;;No;;52946;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.796733188; -78.80368896";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;TRIANGLE TRADE DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;114;P065;16008539;0001-01-01 22:30:00+00:00;0001-01-01 01:00:00+00:00;2016-10-04;10/05/2016;WEDNESDAY;TOWN OWNED;35.785132242;-78.81659698;;HIGHLAND OAKS;;;No;;53104;Larceny;Part I;"""Last Year""";N;"35.785132242; -78.81659698";"""Everything;Last Year""";Everything,Last Year;BELROSE DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;114;P065;17003935;0001-01-01 16:30:00+00:00;0001-01-01 09:25:00+00:00;2017-05-09;05/10/2017;WEDNESDAY;TOWN OWNED;35.785787347;-78.81379697;;HIGHLAND OAKS;;;No;;53110;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.785787347; -78.81379697";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;HUNTSWORTH PL
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;114;P065;17006501;0001-01-01 22:00:00+00:00;0001-01-01 07:30:00+00:00;2017-07-31;08/01/2017;TUESDAY;TOWN OWNED;35.790309398;-78.80673927;;COLES CREEK AT WEATHERSTONE;;;No;;53112;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.790309398; -78.80673927";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;COLE VALLEY DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;114;P065;17007869;0001-01-01 14:00:00+00:00;0001-01-01 09:15:00+00:00;2017-09-11;09/12/2017;TUESDAY;TOWN OWNED;35.791946327;-78.81712105;;WEATHERSTONE;;;No;;53114;Larceny;Part I;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.791946327; -78.81712105";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;CLEAR SKY CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;115;P005;17006009;0001-01-01 15:00:00+00:00;0001-01-01 10:00:00+00:00;2017-07-14;07/15/2017;SATURDAY;TOWN OWNED;35.755059326;-78.7776624;HAWTHORNE AT THE PARKWAY APTS.;;03JAN2011;Active;Yes;Active;53270;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.755059326; -78.7776624";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;HALESWORTH DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;115;P006;16010179;0001-01-01 12:00:00+00:00;0001-01-01 08:44:00+00:00;2016-11-27;11/27/2016;SUNDAY;TOWN OWNED;35.757473343;-78.78686409;;PARKS OF KILDAIRE;;;No;;53357;Larceny;Part I;"""Last Year""";N;"35.757473343; -78.78686409";"""Everything;Last Year""";Everything,Last Year;CLANCY CIR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;115;P006;17000622;0001-01-01 15:00:00+00:00;0001-01-01 15:40:00+00:00;2017-01-21;01/21/2017;SATURDAY;TOWN OWNED;35.759995763;-78.78395869;;KILDAIRE FARMS UNDEV;;;No;;53359;Larceny;Part I;"""Last Year""";N;"35.759995763; -78.78395869";"""Everything;Last Year""";Everything,Last Year;SHANNON OAKS CIR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;115;P006;17007229;0001-01-01 15:30:00+00:00;0001-01-01 12:41:57+00:00;2017-08-21;08/23/2017;WEDNESDAY;TOWN OWNED;35.759025215;-78.7946461;;PEBBLE CREEK TOWNHOMES;;;No;;53362;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.759025215; -78.7946461";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;PEBBLE CREEK DR
